Company,Rating,Type,Good Review,Bad Review
Crescendo Global,4.3,Recruitment | Ludhiana +5 other locations,,
Light & Wonder,3.8,Software Product | Bengaluru +8 other locations,Salary,"Skill Development, Promotions, Work Satisfaction"
Raj Industries,3.6,Packaging | Ludhiana +37 other locations,,
Turner & Townsend,3.8,Engineering & Construction | Mumbai +13 other locations,Job Security,Promotions
Creative Garments,3.9,Fashion & Textile | Mumbai +13 other locations,,
All Out,3.6,FMCG | Gurugram +43 other locations,,
Dairy Classic Ice Creams,4.2,Food Processing | Bengaluru +30 other locations,"Job Security, Work Life Balance, Company Culture",Promotions
Locobuzz,2.8,Software Product | Mumbai +7 other locations,,
Meghmani Group,3.4,Bharuch +14 other locations,,
Oerlikon Graziano Transmission,4.3,Industrial Machinery | Ahmedabad +12 other locations,,
Frontier Business Systems,3.1,IT Services & Consulting | Bengaluru +16 other locations,,
Talent Corner HR Services,3.7,Recruitment | Mumbai +28 other locations,"Work Life Balance, Skill Development","Promotions, Salary"
Krishak Bharati Cooperative,4.3,Agro Chemicals | Surat +23 other locations,,
Gail Gas,3.5,Oil & Gas | Bengaluru +35 other locations,,
Element14,3.8,Semiconductors | Bengaluru +6 other locations,Work Life Balance,"Promotions, Skill Development, Salary"
Shakti Precision Components,3.6,Other | Bengaluru +7 other locations,,
Krishak Bharati Cooperative,4.3,Agro Chemicals | Surat +23 other locations,,
Talent Corner HR Services,3.7,Recruitment | Mumbai +28 other locations,"Work Life Balance, Skill Development","Promotions, Salary"
Drytech Processes (I),3.8,Food Processing | Pandhurna +9 other locations,,
Dairy Classic Ice Creams,4.2,Food Processing | Bengaluru +30 other locations,"Job Security, Work Life Balance, Company Culture",Promotions
Element14,3.8,Semiconductors | Bengaluru +6 other locations,Work Life Balance,"Promotions, Skill Development, Salary"
Gail Gas,3.5,Oil & Gas | Bengaluru +35 other locations,,
Puropale Creations & IT Solutions,4.7,IT Services & Consulting | Hyderabad +1 other locations,,
e-Centric Solutions,3.3,IT Services & Consulting | Hyderabad +29 other locations,,
Tcil,3.8,Telecom | New Delhi +41 other locations,"Work Life Balance, Skill Development","Promotions, Job Security, Salary"
Delux Bearings,4.2,Auto Components | Surendranagar +18 other locations,"Work Life Balance, Skill Development, Company Culture",Promotions
Klassic Wheels,2.6,Auto Components | Ahilyanagar +10 other locations,,
Cognus Technology,2.2,IT Services & Consulting | Jaipur +6 other locations,,
Mindcrest,2.6,Legal | Pune +3 other locations,,
Sakshi,3.6,Printing & Publishing | Hyderabad +27 other locations,"Work Satisfaction, Job Security","Promotions, Salary"
Edac Engineering,3.9,Engineering & Construction | Chennai +19 other locations,,
Accel Limited,3.4,IT Services & Consulting | Chennai +31 other locations,,
UAE Exchange,4.4,FinTech | Kochi +40 other locations,,
Western Coalfields,4.4,Metals & Mining | Nagpur +19 other locations,,
Techouts,3.9,IT Services & Consulting | Hyderabad +5 other locations,,
Faber Sindoori Management Services,3.5,Facility Management Services | Hyderabad +21 other locations,,
Karam Industries,3.9,Engineering & Construction | Lucknow +20 other locations,"Job Security, Company Culture, Work Life Balance","Promotions, Salary"
Apollo Medskills,3.8,Healthcare | Hyderabad +25 other locations,Work Life Balance,"Promotions, Job Security, Salary"
Chiripal Industries,3.5,Fashion & Textile | Ahmedabad +7 other locations,,
ATC (Assam),4.0,Logistics | Hosur +44 other locations,,
BCForward,3.2,Internet | Hyderabad +4 other locations,,
Vega Intellisoft,4.3,Recruitment | Chennai +11 other locations,,
Multani Pharmaceuticals,3.9,Pharma | New Delhi +19 other locations,"Salary, Job Security, Company Culture",Promotions
Hanu Software Solutions,3.5,IT Services & Consulting | Noida +5 other locations,,
Cello World,3.4,Consumer Electronics & Appliances | Mumbai +27 other locations,,
Desire Energy Solution,3.7,Financial Services | Jaipur +16 other locations,,
Classic Marble Company,3.5,Building Material | Mumbai +18 other locations,,
STPL,3.6,IT Services & Consulting | Lucknow +29 other locations,Work Life Balance,"Promotions, Job Security, Salary"
BizGurukul,4.1,EdTech | New Delhi +12 other locations,,
Portescap,3.7,Electronics Manufacturing | Mumbai +5 other locations,"Company Culture, Work Life Balance","Promotions, Job Security"
"MAT Holdings, Inc",3.7,Sonipat +7 other locations,,
UNI Klinger,3.8,Industrial Machinery | Pune +10 other locations,"Work Life Balance, Job Security",Promotions
Ravi Infrabuild Projects,3.7,Engineering & Construction | Udaipur +27 other locations,,
SequelOne,3.3,IT Services & Consulting | Gurugram +22 other locations,,
Cubic Transportation Systems,3.1,Software Product | Hyderabad +3 other locations,,
Techved Consulting,3.4,IT Services & Consulting | Mumbai +7 other locations,,
Thar Worx,3.9,BPO | Bengaluru +7 other locations,Work Life Balance,Promotions
GKN Sinter Metals,3.9,Auto Components | Pune +9 other locations,Skill Development,"Job Security, Promotions"
Europ Assistance India,3.6,Insurance | Mumbai +10 other locations,,
Kohinoor Group,3.9,Real Estate | Pune +6 other locations,"Job Security, Salary",Promotions
Ravi Infrabuild Projects,3.7,Engineering & Construction | Udaipur +27 other locations,,
Bausch & Lomb,3.8,Medical Equipment | Gurugram +20 other locations,"Work Life Balance, Salary","Promotions, Skill Development, Work Satisfaction"
Techved Consulting,3.4,IT Services & Consulting | Mumbai +7 other locations,,
Ametek Instruments India,3.4,Industrial Automation | Bengaluru +14 other locations,,
Shiksha Financial Services India,4.3,NBFC | Chennai +30 other locations,,
7 Eleven,3.4,Retail | Bengaluru +19 other locations,,
Paras Spices,3.6,Food Processing | Moga +12 other locations,,
MAHLE Engine Components,3.9,Automobile | Chennai +18 other locations,Work Life Balance,"Promotions, Salary, Job Security"
Being human,4.2,Fashion & Textile | Mumbai +42 other locations,,
The Wadhwa Group,3.7,Real Estate | Mumbai +5 other locations,,
Kantar Operations,4.0,Analytics & KPO | Hyderabad +17 other locations,"Company Culture, Work Life Balance","Promotions, Salary"
W3Softech India,4.1,IT Services & Consulting | Hyderabad +2 other locations,,
Voylla,3.2,Jewellery | Jaipur +35 other locations,,
Prestige Estates Projects,4.5,Real Estate | Bengaluru +9 other locations,,
ESSPL,3.9,IT Services & Consulting | Bhubaneswar +7 other locations,"Work Life Balance, Company Culture",Promotions
Alliance University,3.6,Education & Training | Bengaluru +5 other locations,Salary,"Promotions, Skill Development, Work Satisfaction"
HexaView Technologies,3.2,IT Services & Consulting | Noida +5 other locations,,
Ameyo,3.5,Software Product | Gurugram +7 other locations,,
Unify Facility Management,4.3,Facility Management Services | Mumbai +15 other locations,,
Onicra Credit Rating Agency,3.2,FinTech | Noida +32 other locations,,
Esme Consumer,4.0,Beauty & Personal Care | Gurugram +32 other locations,"Work Life Balance, Salary, Company Culture",Promotions
Sage Metals,3.6,Metals & Mining | New Delhi +9 other locations,,
Amazon Pay,3.7,Bengaluru +30 other locations,,
Srei Sahaj e-Village,4.5,Retail | Kolkata +33 other locations,,
Rapidtech IT Services,3.7,IT Services & Consulting | Chennai +32 other locations,,
Ojas Innovative Technologies,3.6,IT Services & Consulting | Hyderabad +3 other locations,,
Ayana Renewable Power,4.4,Power | Bengaluru +19 other locations,,
Asclepius Wellness,3.8,Fitness & Wellness | Jaipur +22 other locations,Work Life Balance,Promotions
Rotork Controls,3.3,Industrial Machinery | Chennai +14 other locations,,
Peoplelink Unified Communications,3.7,Consumer Electronics & Appliances | Hyderabad +21 other locations,"Work Life Balance, Salary",Promotions
Cogencis Information Services,3.2,IT Services & Consulting | Mumbai +7 other locations,,
Mindenious Edutech,4.3,Education & Training | Bengaluru +4 other locations,,
Gujarat State Petronet,4.0,Oil & Gas | Ahmedabad +29 other locations,"Work Life Balance, Job Security, Salary",Promotions
Beekay Steel Industries,2.9,Iron & Steel | Kolkata +14 other locations,,
Pixon Energy,4.0,Electrical Equipment | Rajkot +10 other locations,,
Luker Electric Technologies,3.8,Financial Services | Coimbatore +38 other locations,"Salary, Work Life Balance","Job Security, Promotions"
Sirca Paints India,4.1,Chemicals | New Delhi +44 other locations,,
HexaView Technologies,3.2,IT Services & Consulting | Noida +5 other locations,,
Prestige Estates Projects,4.5,Real Estate | Bengaluru +9 other locations,,
Karnataka Co-operative Milk Producers Federation,4.1,Food Processing | Bengaluru +30 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Enfusion,3.2,FinTech | Mumbai +6 other locations,,
Fourth Partner Energy,4.3,Power | Hyderabad +21 other locations,,
Sidwal Refrigeration Industries,4.2,Electrical Equipment | Faridabad +19 other locations,,
JBM Neel Metal,3.9,Auto Components | Gurugram +22 other locations,"Job Security, Skill Development","Promotions, Salary"
SEDER GROUP,4.1,Engineering & Construction | Bengaluru +15 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
JQR SPORTS,3.9,New Delhi +13 other locations,,
AUO Mobility Solutions,3.9,Auto Components | Pune +2 other locations,"Job Security, Work Life Balance, Company Culture",Promotions
Geo Designs And Research,3.6,Engineering & Construction | Vadodara +35 other locations,,
BCITS,3.5,IT Services & Consulting | Bengaluru +42 other locations,,
Verka milk dairy,4.1,Agriculture | Chandigarh +17 other locations,,
Lokmanya Multipurpose Co-op Society,3.1,Financial Services | Pune +25 other locations,,
Mehta Cad Cam Systems,3.9,Industrial Machinery | Ahmedabad +19 other locations,"Work Life Balance, Job Security","Salary, Promotions"
BrowserStack,3.1,Software Product | Mumbai +5 other locations,,
GoBoult,3.5,Consumer Electronics & Appliances | Gurugram +5 other locations,,
KEM Hospital,3.7,Healthcare | Pune +5 other locations,Job Security,"Promotions, Salary, Work Satisfaction"
V S International,3.7,Pharma | Daman & Diu +14 other locations,,
Stanvac Chemicals,2.9,Chemicals | Gurugram +29 other locations,,
Newtronic Lifecare Equipment,4.0,Pharma | Mumbai +16 other locations,"Work Life Balance, Work Satisfaction, Skill Development",Promotions
Etihad Airways,4.4,Aviation | Abu Dhabi +13 other locations,,
Delta Technology,3.5,IT Services & Consulting | Hyderabad +10 other locations,,
Trident Automobiles,4.6,Auto Components | Bengaluru +7 other locations,,
Schbang,2.9,Marketing & Advertising | Mumbai +5 other locations,,
Machino Polymers,3.4,Petrochemicals | Gurugram +12 other locations,,
First Step Babywear,4.1,Fashion & Textile | Hosur +7 other locations,"Job Security, Company Culture, Work Life Balance",Promotions
Dr L H Hiranandani Hospital,3.6,Healthcare | Mumbai +7 other locations,,
Fedora Solutions,3.3,IT Services & Consulting | Ahmedabad +2 other locations,,
Reserve Bank of India,4.7,Government | Mumbai +25 other locations,,
Pearson,3.7,Education & Training | Bengaluru +18 other locations,Work Life Balance,"Promotions, Skill Development"
CommVault,3.7,Software Product | Bengaluru +7 other locations,"Company Culture, Work Life Balance, Salary","Promotions, Job Security, Work Satisfaction"
Karnataka Power Transmission Corporation,4.3,Power | Bengaluru +37 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Ansys Software Private Limited,4.0,IT Services & Consulting | Pune +6 other locations,,
Major Brands,3.9,Retail | Mumbai +16 other locations,,
Solitaire World,4.2,Real Estate | Pune +3 other locations,,
Dealmoney Securities,2.9,Financial Services | Mumbai +16 other locations,,
Dangote Cement,4.2,Building Material | Hyderabad +7 other locations,"Salary, Work Life Balance, Company Culture",Promotions
Peerless Biotech,4.4,Medical Equipment | Chennai +24 other locations,,
Aczet,3.0,Electronics Manufacturing | Mumbai +12 other locations,,
Ajeet Seeds,3.6,Agriculture | Chhatrapati Sambhajinagar +31 other locations,,
GKB RX Lens,4.0,Medical Equipment | Gurugram +20 other locations,"Company Culture, Job Security, Skill Development",Promotions
CloudThat Technologies Private Limited,4.0,IT Services & Consulting | Bengaluru +5 other locations,"Company Culture, Work Life Balance, Job Security",Salary
STJ Electronics,3.3,Semiconductors | New Delhi +12 other locations,,
Quality Evaluation And Systems Team,3.9,Engineering & Construction | Bengaluru +32 other locations,"Work Life Balance, Work Satisfaction","Promotions, Job Security, Salary"
4i apps solutions,3.6,IT Services & Consulting | Chennai +2 other locations,Skill Development,"Promotions, Salary, Work Life Balance"
Antraweb Technologies,3.7,IT Services & Consulting | Mumbai +7 other locations,"Skill Development, Work Life Balance","Promotions, Salary"
Solar Defence And Aerospace,3.7,Defence & Aerospace | Nagpur +6 other locations,Job Security,"Promotions, Company Culture, Work Satisfaction"
Ambience Group,3.6,Real Estate | New Delhi +13 other locations,,
G Square Housing,3.8,Real Estate | Chennai +10 other locations,Salary,"Job Security, Promotions, Skill Development"
Cognifyz Technologies,4.0,Hyderabad +32 other locations,"Skill Development, Work Life Balance, Work Satisfaction","Salary, Promotions"
Bombay Hospital,3.6,Healthcare | Mumbai +5 other locations,,
Surya Food & Agro Limited,3.0,Food Processing | Noida +32 other locations,,
Haqdarshak Empowerment Solutions,3.8,Non-Profit | Pune +44 other locations,"Work Life Balance, Company Culture, Salary","Job Security, Promotions"
Primetals Technologies,4.0,Industrial Machinery | Kolkata +11 other locations,,
Bharuch Enviro Infrastructure,4.0,Real Estate | Ankleshwar +13 other locations,,
SHRI LAKSHMI STEEL SUPPLIERS,4.1,Iron & Steel | Bengaluru +22 other locations,,
Khatib & Alami,3.3,Engineering & Construction | Bengaluru +15 other locations,Job Security,"Work Life Balance, Company Culture, Promotions"
Privat Hospital,4.1,Healthcare | Chennai +64 other locations,,
Factspan,3.3,IT Services & Consulting | Bengaluru +3 other locations,,
Teletext Holidays,3.5,Travel & Tourism | Hyderabad +4 other locations,,
Lokal App,3.4,Internet | Bengaluru +14 other locations,,
Megha Gas,3.6,Oil & Gas | Hyderabad +32 other locations,,
Eldeco Infrastructure & Properties,4.2,Real Estate | New Delhi +12 other locations,,
L&T Power Transmission & Distribution,4.2,Power | Chennai +31 other locations,,
Alniche Life Sciences,3.5,Pharma | New Delhi +27 other locations,,
Bdh Industries,4.6,Pharma | Mumbai +6 other locations,,
ApplyBoard,2.5,Internet | Gurugram +8 other locations,,
Digital Aptech,4.4,IT Services & Consulting | Kolkata +2 other locations,,
ECE Industries,3.8,Electrical Equipment | Ghaziabad +24 other locations,"Job Security, Work Life Balance",Promotions
Avon Cycles,3.8,Automobile | Ludhiana +5 other locations,,
NIS Management Private,3.7,Law Enforcement & Security | Kolkata +19 other locations,,
Nippon Toyota,3.6,Auto Components | Kochi +11 other locations,,
Qualtech Consultants,3.6,IT Services & Consulting | Noida +5 other locations,,
Codilar Technologies,4.0,IT Services & Consulting | Bengaluru +7 other locations,,
